1,24,1,1200,0,1,0,1,0,0,0
1,25,1,1415,0,2,1,0,0,0,0
1,24,0,1110,0,4,0,1,0,0,0
0,24,0,2030,0,3,0,1,0,0,0
0,24,1,2030,0,5,1,0,0,0,0
1,24,2,354,0,3,0,0,1,0,0
0,22,1,100,0,1,0,0,0,1,0
1,50,0,730,0,1,0,0,0,1,0
1,24,0,1000,0,6,0,1,0,0,0
1,50,0,700,0,3,0,0,0,0,1
0,45,0,800,0,3,0,0,0,1,0
1,21,0,1700,2,1,0,1,0,0,0
1,23,0,755,0,7,1,0,0,0,0
1,22,0,1130,0,8,0,1,0,0,0
0,24,0,1730,0,4,0,0,0,0,1
1,25,0,630,0,2,0,0,0,1,0
1,24,1,900,0,9,0,0,0,0,1
1,24,0,1900,0,2,0,0,0,1,0
1,24,1,1830,0,4,0,1,0,0,0
1,24,0,100,3,2,0,1,0,0,0
0,24,0,1900,0,2,0,0,0,1,0
1,24,1,1130,0,2,0,1,0,0,0
1,29,0,1400,3,1,0,1,0,0,0
1,23,0,500,0,2,0,1,0,0,0
0,24,2,1245,4,3,1,0,0,0,0
1,24,0,1423,0,2,1,0,0,0,0
1,22,1,1430,0,4,0,0,1,0,0
0,23,1,1330,0,10,0,0,1,0,0
0,25,0,1400,5,2,0,1,0,0,0
1,21,0,100,0,11,0,1,0,0,0
1,42,3,1200,0,3,0,0,0,0,1
1,45,1,650,0,3,1,0,0,0,0
1,17,1,1015,0,1,0,1,0,0,0
1,50,2,640,0,1,0,0,0,0,1
1,25,1,730,3,1,1,0,0,0,0
0,24,0,1030,3,1,0,1,0,0,0
1,50,1,545,0,12,0,0,0,0,1
0,24,0,830,0,9,0,1,0,0,0
1,50,1,1130,0,7,0,0,0,0,1
1,45,1,1200,3,4,0,1,0,0,0
1,18,2,630,0,12,1,0,0,0,0
0,32,2,500,0,3,0,1,0,0,0
1,40,1,430,3,13,1,0,0,0,0
1,41,2,430,5,4,0,0,0,0,1
0,24,1,1430,0,4,0,0,0,1,0
1,24,1,1200,0,1,0,1,0,0,0
1,25,1,1415,0,2,1,0,0,0,0
1,24,0,1110,0,4,0,1,0,0,0
0,24,0,2030,0,3,0,1,0,0,0
0,24,1,2030,0,5,1,0,0,0,0
1,24,2,354,0,3,0,0,1,0,0
0,22,1,100,0,1,0,0,0,1,0
1,50,0,730,0,1,0,0,0,1,0
1,24,0,1000,0,6,0,1,0,0,0
1,50,0,700,0,3,0,0,0,0,1
0,45,0,800,0,3,0,0,0,1,0
1,21,0,1700,2,1,0,1,0,0,0
1,23,0,755,0,7,1,0,0,0,0
1,22,0,1130,0,8,0,1,0,0,0
0,24,0,1730,0,4,0,0,0,0,1
1,25,0,630,0,2,0,0,0,1,0
1,24,1,900,0,9,0,0,0,0,1
1,24,0,1900,0,2,0,0,0,1,0
1,24,1,1830,0,4,0,1,0,0,0
1,24,0,100,3,2,0,1,0,0,0
0,24,0,1900,0,2,0,0,0,1,0
1,24,1,1130,0,2,0,1,0,0,0
1,29,0,1400,3,1,0,1,0,0,0
1,23,0,500,0,2,0,1,0,0,0
0,24,2,1245,4,3,1,0,0,0,0
1,24,0,1423,0,2,1,0,0,0,0
1,22,1,1430,0,4,0,0,1,0,0
0,23,1,1330,0,10,0,0,1,0,0
0,25,0,1400,5,2,0,1,0,0,0
1,21,0,100,0,11,0,1,0,0,0
1,42,3,1200,0,3,0,0,0,0,1
1,45,1,650,0,3,1,0,0,0,0
1,17,1,1015,0,1,0,1,0,0,0
1,50,2,640,0,1,0,0,0,0,1
1,25,1,730,3,1,1,0,0,0,0
0,24,0,1030,3,1,0,1,0,0,0
1,50,1,545,0,12,0,0,0,0,1
0,24,0,830,0,9,0,1,0,0,0
1,50,1,1130,0,7,0,0,0,0,1
1,45,1,1200,3,4,0,1,0,0,0
1,18,2,630,0,12,1,0,0,0,0
0,32,2,500,0,3,0,1,0,0,0
1,40,1,430,3,13,1,0,0,0,0
1,41,2,430,5,4,0,0,0,0,1
0,24,1,1430,0,4,0,0,0,1,0
1,24,1,1200,0,1,0,1,0,0,0
1,25,1,1415,0,2,1,0,0,0,0
1,24,0,1110,0,4,0,1,0,0,0
0,24,0,2030,0,3,0,1,0,0,0
0,24,1,2030,0,5,1,0,0,0,0
1,24,2,354,0,3,0,0,1,0,0
0,22,1,100,0,1,0,0,0,1,0
1,50,0,730,0,1,0,0,0,1,0
1,24,0,1000,0,6,0,1,0,0,0
